time,open,high,low,close,5mean,target
2015-01-08 07:00:00,119.238,119.962,119.16,119.661,119.48560000000002,0
2015-01-09 07:00:00,119.68700000000001,119.87899999999999,118.42,118.54299999999999,119.09540000000001,0
2015-01-12 07:00:00,118.34299999999999,119.319,118.09899999999999,118.348,118.83780000000002,0
2015-01-13 07:00:00,118.359,118.852,117.538,117.92299999999999,118.74560000000001,0
2015-01-14 07:00:00,117.92299999999999,117.964,116.071,117.33200000000001,118.3614,0
2015-01-15 07:00:00,117.34200000000001,117.944,116.15700000000001,116.163,117.6618,0
2015-01-16 07:00:00,116.161,117.771,115.855,117.624,117.478,0
2015-01-19 07:00:00,117.47,117.785,116.92200000000001,117.55799999999999,117.32000000000001,0
2015-01-20 07:00:00,117.601,118.87,117.581,118.814,117.4982,1
2015-01-21 07:00:00,118.838,118.838,117.181,117.954,117.62259999999999,1
2015-01-22 07:00:00,117.96600000000001,118.67200000000001,117.25,118.50200000000001,118.0904,1
2015-01-23 07:00:00,118.50200000000001,118.816,117.54,117.8,118.12559999999999,1
2015-01-26 07:00:00,117.516,118.5,117.264,118.456,118.30519999999999,1
2015-01-27 07:00:00,118.456,118.66,117.34,117.86399999999999,118.1152,0
2015-01-28 07:00:00,117.82700000000001,118.264,117.25200000000001,117.536,118.03160000000003,0
2015-01-29 07:00:00,117.536,118.488,117.383,118.291,117.98940000000002,0
2015-01-30 07:00:00,118.31200000000001,118.458,117.3,117.535,117.93640000000002,0
2015-02-02 07:00:00,116.97399999999999,117.881,116.94,117.598,117.76480000000001,0
2015-02-03 07:00:00,117.536,117.74700000000001,116.874,117.568,117.7056,0
2015-02-04 07:00:00,117.60799999999999,118.0,117.075,117.262,117.65079999999998,0
2015-02-05 07:00:00,117.296,117.6,117.025,117.53,117.49859999999998,0
2015-02-06 07:00:00,117.53,119.221,117.178,119.134,117.8184,1
2015-02-09 07:00:00,119.02,119.098,118.333,118.633,118.02540000000002,1
2015-02-10 07:00:00,118.633,119.62100000000001,118.398,119.42299999999999,118.39640000000001,1
2015-02-11 07:00:00,119.446,120.477,119.286,120.462,119.0364,1
2015-02-12 07:00:00,120.461,120.476,118.51299999999999,119.109,119.35220000000001,1
2015-02-13 07:00:00,119.10799999999999,119.2,118.414,118.79899999999999,119.2852,0
2015-02-16 07:00:00,118.458,118.786,118.274,118.48,119.25460000000001,0
2015-02-17 07:00:00,118.46600000000001,119.416,118.236,119.242,119.2184,0
2015-02-18 07:00:00,119.242,119.417,118.546,118.786,118.88319999999999,0
2015-02-19 07:00:00,118.77600000000001,119.18,118.434,118.943,118.84999999999998,0
2015-02-20 07:00:00,118.943,119.19,118.302,119.01,118.89219999999997,1
2015-02-23 07:00:00,119.11200000000001,119.354,118.742,118.81299999999999,118.95879999999997,1
2015-02-24 07:00:00,118.796,119.84,118.765,118.98,118.90639999999999,0
2015-02-25 07:00:00,118.945,119.066,118.62899999999999,118.86,118.9212,1
2015-02-26 07:00:00,118.835,119.50299999999999,118.68,119.41799999999999,119.0162,1
2015-02-27 07:00:00,119.396,119.79799999999999,119.11399999999999,119.60600000000001,119.1354,1
2015-03-02 07:00:00,119.726,120.19,119.63600000000001,120.132,119.3992,1
2015-03-03 07:00:00,120.155,120.266,119.382,119.738,119.55079999999998,1
2015-03-04 07:00:00,119.71600000000001,119.82600000000001,119.471,119.68799999999999,119.71639999999998,1
2015-03-05 07:00:00,119.713,120.429,119.631,120.134,119.85959999999997,1
2015-03-06 07:00:00,120.134,121.285,119.90299999999999,120.82700000000001,120.10379999999998,1
2015-03-09 06:00:00,120.844,121.417,120.616,121.15,120.30739999999996,1
2015-03-10 06:00:00,121.15799999999999,122.03,120.92,121.146,120.58899999999994,1
2015-03-11 06:00:00,121.12100000000001,121.62799999999999,120.851,121.45299999999999,120.94199999999994,1
2015-03-12 06:00:00,121.45,121.67200000000001,120.65799999999999,121.28399999999999,121.17199999999994,1
2015-03-13 06:00:00,121.28399999999999,121.572,121.135,121.384,121.28339999999994,1
2015-03-16 06:00:00,121.384,121.465,121.09200000000001,121.34,121.32139999999995,1
2015-03-17 06:00:00,121.365,121.522,121.116,121.374,121.36699999999996,1
2015-03-18 06:00:00,121.376,121.414,119.295,120.118,121.09999999999995,0
2015-03-19 06:00:00,120.118,121.03200000000001,119.676,120.772,120.99759999999996,0
2015-03-20 06:00:00,120.807,121.205,119.9,120.07,120.73479999999995,0
2015-03-23 06:00:00,119.874,120.16799999999999,119.588,119.726,120.41199999999995,0
2015-03-24 06:00:00,119.711,119.984,119.22200000000001,119.75299999999999,120.08779999999993,0
2015-03-25 06:00:00,119.738,119.83,119.236,119.488,119.96179999999995,0
2015-03-26 06:00:00,119.488,119.57700000000001,118.33200000000001,119.19200000000001,119.64579999999994,0
2015-03-27 06:00:00,119.179,119.492,118.928,119.126,119.45699999999992,0
2015-03-30 06:00:00,119.23200000000001,120.23100000000001,119.12,120.072,119.52619999999993,1
2015-03-31 06:00:00,120.103,120.368,119.77799999999999,120.14200000000001,119.60399999999996,1
2015-04-01 06:00:00,120.10600000000001,120.333,119.42,119.751,119.65659999999994,1
2015-04-02 06:00:00,119.728,119.896,119.45200000000001,119.72399999999999,119.76299999999992,1
2015-04-03 06:00:00,119.734,119.98899999999999,118.721,118.992,119.73619999999991,0
2015-04-06 06:00:00,118.904,119.68700000000001,118.8,119.536,119.62899999999993,0
2015-04-07 06:00:00,119.51100000000001,120.448,119.439,120.266,119.6537999999999,1
2015-04-08 06:00:00,120.266,120.354,119.64399999999999,120.132,119.72999999999993,1
2015-04-09 06:00:00,120.14200000000001,120.74,119.86200000000001,120.57799999999999,119.90079999999993,1
2015-04-10 06:00:00,120.572,120.632,120.05799999999999,120.198,120.14199999999994,1
2015-04-13 06:00:00,120.344,120.84700000000001,119.7,120.13,120.26079999999993,1
2015-04-14 06:00:00,120.148,120.18,119.072,119.397,120.08699999999995,0
2015-04-15 06:00:00,119.39200000000001,119.74799999999999,118.79,119.13600000000001,119.88779999999993,0
2015-04-16 06:00:00,119.164,119.47,118.796,119.00299999999999,119.57279999999992,0
2015-04-17 06:00:00,119.01700000000001,119.26700000000001,118.572,118.919,119.31699999999992,0
2015-04-20 06:00:00,119.01,119.43700000000001,118.53200000000001,119.18799999999999,119.12859999999992,0
2015-04-21 06:00:00,119.2,119.834,119.166,119.67,119.1831999999999,1
2015-04-22 06:00:00,119.68299999999999,119.962,119.346,119.91,119.3379999999999,1
2015-04-23 06:00:00,119.91799999999999,120.09700000000001,119.428,119.584,119.4541999999999,1
2015-04-24 06:00:00,119.57700000000001,119.66,118.82600000000001,118.96600000000001,119.4635999999999,1
2015-04-27 06:00:00,118.89200000000001,119.436,118.77600000000001,119.04,119.4339999999999,0
2015-04-28 06:00:00,119.03,119.2,118.77600000000001,118.876,119.2751999999999,0
2015-04-29 06:00:00,118.846,119.36,118.611,119.01799999999999,119.09679999999992,0
2015-04-30 06:00:00,119.031,119.896,118.49700000000001,119.376,119.05519999999993,0
2015-05-01 06:00:00,119.382,120.291,119.375,120.21,119.30399999999993,1
2015-05-04 06:00:00,120.23,120.272,119.999,120.12200000000001,119.52039999999992,1
2015-05-05 06:00:00,120.116,120.50200000000001,119.727,119.86200000000001,119.71759999999992,1
2015-05-06 06:00:00,119.848,120.045,119.206,119.462,119.80639999999991,1
2015-05-07 06:00:00,119.447,119.86399999999999,119.057,119.742,119.87959999999991,1
2015-05-08 06:00:00,119.711,120.236,119.59,119.794,119.7963999999999,0
2015-05-11 06:00:00,119.664,120.155,119.664,120.088,119.78959999999988,0
2015-05-12 06:00:00,120.104,120.28,119.78399999999999,119.869,119.7909999999999,1
2015-05-13 06:00:00,119.87,120.05799999999999,119.036,119.15,119.72859999999989,0
2015-05-14 06:00:00,119.14299999999999,119.34100000000001,118.887,119.17,119.6141999999999,0
2015-05-15 06:00:00,119.162,119.928,119.15799999999999,119.34899999999999,119.52519999999988,0
2015-05-18 06:00:00,119.302,120.038,119.264,119.984,119.50439999999989,0
2015-05-19 06:00:00,119.994,120.73899999999999,119.831,120.68700000000001,119.66799999999989,1
2015-05-20 06:00:00,120.68799999999999,121.478,120.58200000000001,121.36399999999999,120.1107999999999,1
2015-05-21 06:00:00,121.351,121.389,120.852,121.02600000000001,120.4819999999999,1
2015-05-22 06:00:00,121.04700000000001,121.572,120.64,121.53399999999999,120.91899999999991,1
2015-05-25 06:00:00,121.484,121.78,121.45200000000001,121.56,121.2341999999999,1
2015-05-26 06:00:00,121.554,123.324,121.514,123.12100000000001,121.72099999999989,1
2015-05-27 06:00:00,123.088,124.072,122.777,123.666,122.1813999999999,1
2015-05-28 06:00:00,123.648,124.461,123.499,123.954,122.76699999999987,1
2015-05-29 06:00:00,123.954,124.18700000000001,123.60799999999999,124.146,123.28939999999986,1
2015-06-01 06:00:00,124.086,124.91799999999999,123.854,124.786,123.93459999999986,1
2015-06-02 06:00:00,124.771,125.056,123.75,124.11399999999999,124.13319999999987,1
2015-06-03 06:00:00,124.132,124.685,123.79,124.228,124.24559999999988,1
2015-06-04 06:00:00,124.24600000000001,124.682,123.781,124.368,124.32839999999987,1
2015-06-05 06:00:00,124.36,125.85799999999999,124.353,125.59899999999999,124.61899999999987,1
2015-06-08 06:00:00,125.60600000000001,125.682,124.296,124.492,124.56019999999985,0
2015-06-09 06:00:00,124.51,124.738,123.861,124.348,124.60699999999983,1
2015-06-10 06:00:00,124.34,124.62200000000001,122.461,122.67399999999999,124.29619999999984,0
2015-06-11 06:00:00,122.67,124.163,122.632,123.42200000000001,124.10699999999983,0
2015-06-12 06:00:00,123.436,123.818,123.14,123.40700000000001,123.66859999999983,0
2015-06-15 06:00:00,123.22399999999999,123.662,123.13,123.39399999999999,123.44899999999984,0
2015-06-16 06:00:00,123.495,123.806,123.292,123.355,123.25039999999986,0
2015-06-17 06:00:00,123.374,124.459,123.212,123.44200000000001,123.40399999999985,1
2015-06-18 06:00:00,123.40100000000001,123.61,122.484,122.954,123.31039999999985,0
2015-06-19 06:00:00,122.97200000000001,123.21600000000001,122.56,122.709,123.17079999999984,0
2015-06-22 06:00:00,122.959,123.41799999999999,122.564,123.375,123.16699999999985,0
2015-06-23 06:00:00,123.37700000000001,124.184,123.346,123.94,123.28399999999984,1
2015-06-24 06:00:00,123.93,124.37700000000001,123.71799999999999,123.84899999999999,123.36539999999982,1
2015-06-25 06:00:00,123.869,123.959,123.322,123.62,123.49859999999983,1
2015-06-26 06:00:00,123.64,123.991,123.228,123.846,123.72599999999984,1
2015-06-29 06:00:00,122.72,123.194,122.11399999999999,122.54799999999999,123.56059999999984,0
2015-06-30 06:00:00,122.52799999999999,122.73,121.94,122.499,123.27239999999983,0
2015-07-01 06:00:00,122.512,123.235,122.36399999999999,123.171,123.13679999999985,0
2015-07-02 06:00:00,123.17,123.735,122.958,123.06200000000001,123.02519999999986,0
2015-07-03 06:00:00,123.081,123.186,122.604,122.771,122.81019999999985,0
2015-07-06 06:00:00,121.934,122.928,121.868,122.573,122.81519999999985,1
2015-07-07 06:00:00,122.56,122.882,122.014,122.542,122.82379999999985,1
2015-07-08 06:00:00,122.57,122.575,120.414,120.7,122.32959999999984,0
2015-07-09 06:00:00,120.68799999999999,121.57700000000001,120.465,121.338,121.98479999999984,0
2015-07-10 06:00:00,121.339,122.882,121.279,122.79799999999999,121.99019999999985,1
2015-07-13 06:00:00,122.176,123.535,122.169,123.43,122.16159999999984,1
2015-07-14 06:00:00,123.416,123.73,122.92,123.385,122.33019999999983,1
2015-07-15 06:00:00,123.404,123.97200000000001,123.26299999999999,123.76799999999999,122.94379999999983,1
2015-07-16 06:00:00,123.75299999999999,124.18,123.74,124.146,123.50539999999982,1
2015-07-17 06:00:00,124.12899999999999,124.23,123.92,124.064,123.75859999999982,1
2015-07-20 06:00:00,124.031,124.384,124.007,124.28200000000001,123.92899999999982,1
2015-07-21 06:00:00,124.309,124.477,123.762,123.89,124.02999999999982,1
2015-07-22 06:00:00,123.867,124.152,123.572,123.97399999999999,124.07119999999982,1
2015-07-23 06:00:00,123.97399999999999,124.18799999999999,123.676,123.90899999999999,124.02379999999982,0
2015-07-24 06:00:00,123.88,124.098,123.59700000000001,123.8,123.97099999999982,0
2015-07-27 06:00:00,123.73100000000001,123.84,123.01100000000001,123.24600000000001,123.7637999999998,0
2015-07-28 06:00:00,123.256,123.794,123.07799999999999,123.555,123.69679999999983,0
2015-07-29 06:00:00,123.568,124.02600000000001,123.331,123.941,123.69019999999982,0
2015-07-30 06:00:00,123.92200000000001,124.58200000000001,123.87799999999999,124.145,123.73739999999982,1
2015-07-31 06:00:00,124.146,124.37700000000001,123.51799999999999,123.859,123.74919999999983,1
2015-08-03 06:00:00,123.896,124.27600000000001,123.85600000000001,124.03200000000001,123.90639999999985,1
2015-08-04 06:00:00,124.022,124.406,123.802,124.38,124.07139999999985,1
2015-08-05 06:00:00,124.366,125.01,124.02,124.868,124.25679999999984,1
2015-08-06 06:00:00,124.855,124.965,124.542,124.74,124.37579999999984,1
2015-08-07 06:00:00,124.72200000000001,125.066,124.102,124.22200000000001,124.44839999999984,1
2015-08-10 06:00:00,124.16,124.78399999999999,124.148,124.62700000000001,124.56739999999984,1
2015-08-11 06:00:00,124.57,125.208,124.522,125.124,124.71619999999984,1
2015-08-12 06:00:00,125.15100000000001,125.28200000000001,123.791,124.21,124.58459999999987,0
2015-08-13 06:00:00,124.21799999999999,124.63,124.07,124.432,124.52299999999987,0
2015-08-14 06:00:00,124.434,124.536,124.056,124.333,124.54519999999987,1
2015-08-17 06:00:00,124.292,124.574,124.22200000000001,124.38799999999999,124.49739999999989,0
2015-08-18 06:00:00,124.38600000000001,124.516,124.186,124.41,124.35459999999986,0
2015-08-19 06:00:00,124.397,124.47,123.69,123.801,124.27279999999988,0
2015-08-20 06:00:00,123.792,124.15799999999999,123.33,123.404,124.06719999999987,0
2015-08-21 06:00:00,123.414,123.5,121.818,122.031,123.60679999999986,0
2015-08-24 06:00:00,121.902,122.036,116.165,118.429,122.41499999999985,0
2015-08-25 06:00:00,118.40299999999999,120.398,118.25299999999999,118.866,121.30619999999985,0
2015-08-26 06:00:00,118.866,120.01799999999999,118.45200000000001,119.902,120.52639999999985,0
2015-08-27 06:00:00,119.946,121.40100000000001,119.792,121.03200000000001,120.05199999999986,0
2015-08-28 06:00:00,121.03299999999999,121.756,120.65,121.73,119.99179999999987,0
2015-08-29 06:00:00,121.73,121.73,121.715,121.715,120.64899999999989,1
2015-08-31 06:00:00,121.675,121.675,120.882,121.22399999999999,121.12059999999988,1
2015-09-01 06:00:00,121.22399999999999,121.26799999999999,119.25,119.38,121.01619999999987,0
2015-09-02 06:00:00,119.322,120.47399999999999,119.221,120.331,120.87599999999986,0
2015-09-03 06:00:00,120.34200000000001,120.7,119.64,120.059,120.54179999999985,0
2015-09-04 06:00:00,120.081,120.19,118.589,119.01799999999999,120.00239999999985,0
2015-09-07 06:00:00,118.92,119.59,118.801,119.27799999999999,119.61319999999986,0
2015-09-08 06:00:00,119.272,120.23,118.852,119.815,119.70019999999988,1
2015-09-09 06:00:00,119.835,121.198,119.814,120.507,119.73539999999987,1
2015-09-10 06:00:00,120.493,121.354,119.979,120.63,119.84959999999987,1
2015-09-11 06:00:00,120.631,120.96799999999999,120.36399999999999,120.59,120.16399999999987,1
2015-09-14 06:00:00,120.55799999999999,120.844,119.85600000000001,120.235,120.35539999999988,1
2015-09-15 06:00:00,120.211,120.654,119.402,120.42200000000001,120.47679999999987,1
2015-09-16 06:00:00,120.434,120.727,120.109,120.56700000000001,120.48879999999986,1
2015-09-17 06:00:00,120.588,120.993,119.79799999999999,120.005,120.36379999999986,0
2015-09-18 06:00:00,120.021,120.416,119.057,119.986,120.24299999999985,0
2015-09-21 06:00:00,120.126,120.66,119.727,120.56,120.30799999999984,1
2015-09-22 06:00:00,120.55,120.617,119.694,120.162,120.25599999999983,0
2015-09-23 06:00:00,120.139,120.544,119.626,120.274,120.19739999999983,0
2015-09-24 06:00:00,120.257,120.39299999999999,119.226,120.06,120.20839999999983,1
2015-09-25 06:00:00,120.194,121.23700000000001,120.022,120.6,120.33119999999982,1
2015-09-28 06:00:00,120.53200000000001,120.596,119.698,119.92399999999999,120.20399999999981,0
2015-09-29 06:00:00,119.934,120.162,119.24799999999999,119.73899999999999,120.11939999999981,0
2015-09-30 06:00:00,119.71700000000001,120.35,119.551,119.87799999999999,120.0401999999998,0
2015-10-01 06:00:00,119.883,120.277,119.492,119.92399999999999,120.01299999999978,0
2015-10-02 06:00:00,119.936,120.40799999999999,118.68299999999999,119.904,119.87379999999978,0
2015-10-05 06:00:00,120.0,120.552,119.87299999999999,120.461,119.98119999999979,1
2015-10-06 06:00:00,120.484,120.57,120.11,120.23299999999999,120.07999999999977,1
2015-10-07 06:00:00,120.214,120.36,119.74700000000001,120.012,120.1067999999998,1
