time,open,high,low,close,5mean,target
2019-01-08 07:00:00,108.71600000000001,109.089,108.444,108.73200000000001,108.5026,0
2019-01-09 07:00:00,108.75399999999999,109.007,107.97399999999999,108.16,108.3572,0
2019-01-10 07:00:00,108.14299999999999,108.51799999999999,107.772,108.426,108.51000000000002,1
2019-01-11 07:00:00,108.434,108.59899999999999,108.147,108.514,108.50960000000002,0
2019-01-14 07:00:00,108.555,108.569,107.986,108.16,108.39840000000001,0
2019-01-15 07:00:00,108.16,108.76799999999999,108.14,108.7,108.39200000000002,0
2019-01-16 07:00:00,108.69200000000001,109.197,108.37299999999999,109.089,108.57780000000005,1
2019-01-17 07:00:00,109.096,109.40299999999999,108.686,109.258,108.74420000000005,1
2019-01-18 07:00:00,109.242,109.88799999999999,109.059,109.774,108.99620000000004,1
2019-01-21 07:00:00,109.734,109.76700000000001,109.478,109.67,109.29820000000004,1
2019-01-22 07:00:00,109.666,109.696,109.146,109.374,109.43300000000004,1
2019-01-23 07:00:00,109.37,110.0,109.32600000000001,109.61399999999999,109.53800000000005,1
2019-01-24 07:00:00,109.62799999999999,109.8,109.42200000000001,109.64,109.61440000000005,1
2019-01-25 07:00:00,109.64,109.95100000000001,109.458,109.55,109.56960000000004,0
2019-01-28 07:00:00,109.54899999999999,109.57700000000001,109.162,109.346,109.50480000000005,0
2019-01-29 07:00:00,109.354,109.54299999999999,109.131,109.38600000000001,109.50720000000004,1
2019-01-30 07:00:00,109.34299999999999,109.744,108.81,109.04,109.39240000000002,0
2019-01-31 07:00:00,109.042,109.066,108.49799999999999,108.868,109.23800000000003,0
2019-02-01 07:00:00,108.89,109.58200000000001,108.726,109.50200000000001,109.22840000000005,0
2019-02-04 07:00:00,109.522,110.163,109.434,109.9,109.33920000000005,1
2019-02-05 07:00:00,109.89,110.042,109.78,109.964,109.45480000000006,1
2019-02-06 07:00:00,109.971,110.054,109.56,109.979,109.64260000000009,1
2019-02-07 07:00:00,109.99,110.089,109.60700000000001,109.818,109.8326000000001,1
2019-02-08 07:00:00,109.818,109.898,109.65,109.75399999999999,109.88300000000008,1
2019-02-11 07:00:00,109.779,110.46799999999999,109.77600000000001,110.38,109.97900000000008,1
2019-02-12 07:00:00,110.366,110.652,110.348,110.48200000000001,110.0826000000001,1
2019-02-13 07:00:00,110.47399999999999,111.056,110.43,111.00399999999999,110.28760000000008,1
