time,open,high,low,close,amount,complete
2018-12-31 07:00:00,110.292,110.476,109.561,109.59,17621.0,True
2019-01-02 07:00:00,109.59,109.726,108.71,108.887,30756.0,True
2019-01-03 07:00:00,108.861,108.915,104.819,107.662,62810.0,True
2019-01-04 07:00:00,107.672,108.589,107.516,108.516,49016.0,True
2019-01-07 07:00:00,108.52,108.749,108.023,108.716,28233.0,True
2019-01-08 07:00:00,108.716,109.089,108.444,108.732,26774.0,True
2019-01-09 07:00:00,108.754,109.007,107.974,108.16,32248.0,True
2019-01-10 07:00:00,108.143,108.518,107.772,108.426,30356.0,True
2019-01-11 07:00:00,108.434,108.599,108.147,108.514,20959.0,True
2019-01-14 07:00:00,108.555,108.569,107.986,108.16,14908.0,True
2019-01-15 07:00:00,108.16,108.768,108.14,108.7,25944.0,True
2019-01-16 07:00:00,108.692,109.197,108.373,109.089,18823.0,True
2019-01-17 07:00:00,109.096,109.403,108.686,109.258,23753.0,True
2019-01-18 07:00:00,109.242,109.888,109.059,109.774,22132.0,True
2019-01-21 07:00:00,109.734,109.767,109.478,109.67,10948.0,True
2019-01-22 07:00:00,109.666,109.696,109.146,109.374,16329.0,True
2019-01-23 07:00:00,109.37,110.0,109.326,109.614,18121.0,True
2019-01-24 07:00:00,109.628,109.8,109.422,109.64,19371.0,True
2019-01-25 07:00:00,109.64,109.951,109.458,109.55,19883.0,True
2019-01-28 07:00:00,109.549,109.577,109.162,109.346,15940.0,True
2019-01-29 07:00:00,109.354,109.543,109.131,109.386,14624.0,True
2019-01-30 07:00:00,109.343,109.744,108.81,109.04,20694.0,True
2019-01-31 07:00:00,109.042,109.066,108.498,108.868,18221.0,True
2019-02-01 07:00:00,108.89,109.582,108.726,109.502,16457.0,True
2019-02-04 07:00:00,109.522,110.163,109.434,109.9,12169.0,True
2019-02-05 07:00:00,109.89,110.042,109.78,109.964,11487.0,True
2019-02-06 07:00:00,109.971,110.054,109.56,109.979,14372.0,True
2019-02-07 07:00:00,109.99,110.089,109.607,109.818,17436.0,True
2019-02-08 07:00:00,109.818,109.898,109.65,109.754,14161.0,True
2019-02-11 07:00:00,109.779,110.468,109.776,110.38,12442.0,True
2019-02-12 07:00:00,110.366,110.652,110.348,110.482,12728.0,True
2019-02-13 07:00:00,110.474,111.056,110.43,111.004,11518.0,True
2019-02-14 07:00:00,110.988,111.131,110.458,110.486,19517.0,True
2019-02-15 07:00:00,110.449,110.645,110.255,110.456,16099.0,True
2019-02-18 07:00:00,110.466,110.648,110.46,110.614,8400.0,True
2019-02-19 07:00:00,110.606,110.824,110.454,110.606,12551.0,True
2019-02-20 07:00:00,110.633,110.948,110.552,110.854,14188.0,True
2019-02-21 07:00:00,110.85,110.866,110.568,110.707,14876.0,True
2019-02-22 07:00:00,110.707,110.906,110.557,110.682,12758.0,True
2019-02-25 07:00:00,110.66,111.234,110.58,111.056,13044.0,True
2019-02-26 07:00:00,111.036,111.08,110.422,110.585,12930.0,True
2019-02-27 07:00:00,110.58,111.074,110.355,110.994,12423.0,True
2019-02-28 07:00:00,110.998,111.494,110.662,111.384,15480.0,True
2019-03-01 07:00:00,111.392,112.078,111.324,111.903,14258.0,True
2019-03-04 07:00:00,111.866,112.014,111.64,111.744,12273.0,True
2019-03-05 07:00:00,111.741,112.136,111.723,111.888,11965.0,True
2019-03-06 07:00:00,111.862,111.922,111.616,111.77,11843.0,True
2019-03-07 07:00:00,111.76,111.858,111.484,111.584,12907.0,True
2019-03-08 07:00:00,111.575,111.65,110.754,111.169,17745.0,True
2019-03-11 06:00:00,111.022,111.308,110.88,111.214,10829.0,True
2019-03-12 06:00:00,111.196,111.468,111.112,111.345,12558.0,True
2019-03-13 06:00:00,111.354,111.464,111.008,111.158,11098.0,True
